logFC	AveExpr	t	P.Value	adj.P.Val	B
CTNNB1	0.350400606030869	10.5188215179108	4.93449847186858	0.000133861251713391	0.0118698454212519	1.17277352033256
ZNF385A	-0.427882179409433	7.43055211063837	-4.93262429431531	0.000134382027555016	0.0118698454212519	1.16900966579939
MTMR9	-0.371930641419427	9.48722307835889	-4.92508881994538	0.000136496942949849	0.0120059958139165	1.15387276298527
NSA2	-0.291840031693903	12.7652393046131	-4.91656961898472	0.000138929066465413	0.0121687911187739	1.13675280997279
CCDC32	-0.354650772838045	9.96337590411181	-4.89132345949258	0.000146400536649309	0.012769786809236	1.08597565234156
PDCD4	0.453277063866469	9.93575419917733	4.86892046311013	0.000153374895714254	0.0133226143854033	1.04086349950114
CCDC117	-0.389138909183581	10.6101662889204	-4.85234996627067	0.000158751676281405	0.0137326759970038	1.00746420898114
E2F5	0.560383080619262	9.2155129566662	4.84629270296038	0.000160764956450602	0.0138496032853371	0.995248574720777
ZBTB48	0.267713828570807	9.42552045814042	4.84188680383348	0.00016224576669016	0.0139198888520156	0.986360997983595
MTAP	0.431269165644522	9.20444085376184	4.83542800167487	0.00016444182500809	0.0140138352979222	0.973328917657464
CLDN15	0.375392927465173	9.64063928238715	4.83298066306792	0.000165281870814922	0.0140138352979222	0.968389814449343
STAT3	0.657154864145959	9.98121473579327	4.83278545480294	0.000165349064611961	0.0140138352979222	0.967995829568436
GJB2	-0.314801979227246	7.76473690357758	-4.82244167469272	0.000168949836459686	0.0142612736953511	0.947113968100857
GAS8	0.372333603407322	10.0224234773594	4.80887180676422	0.000173795648729463	0.0146095040585318	0.919703884364353
SYT7	-0.527142634744402	9.57682038985128	-4.80701137912162	0.000174471004807153	0.0146095040585318	0.915944606670979
IFT88	0.567858510306616	8.78276059578447	4.79550873879013	0.000178706623948612	0.0149045596244631	0.892694547465699
VKORC1L1	0.419004028156522	9.81493707971531	4.79028795443626	0.000180663634042817	0.0150079861708426	0.882137797388618
COPS7A	-0.382800984373583	11.4378217899372	-4.7784775942774	0.000185172022708525	0.0152005428575716	0.858247181027436
OTUD4	-0.346431061758816	8.45127896031069	-4.77745075202316	0.000185569397245755	0.0152005428575716	0.856169421760293
RTCB	-0.316219825157633	10.3160495208734	-4.77437337046571	0.000186765533938087	0.0152005428575716	0.849941927172588
IQCG	0.593009887792643	8.3019804352829	4.77364949232833	0.000187048039052353	0.0152005428575716	0.848476936210771
KCTD20	-0.394874410205714	10.7517941916536	-4.77304629146842	0.000187283781619259	0.0152005428575716	0.847256136259182
ZNF613	-0.299429390926781	9.19886582010681	-4.77251326591712	0.000187492351132133	0.0152005428575716	0.846177334214937
RDH11	0.660173166088404	12.3744860754849	4.77105437423649	0.000188064421520542	0.0152005428575716	0.843224518333174
TCF19	-0.458260622437311	7.89658101845879	-4.74369312256922	0.000199130392243581	0.0160330601201043	0.787809134738883
SLC30A6	0.269068476155395	7.32542547040434	4.73950610252954	0.000200881585583614	0.016099734653163	0.779323113715161
CSNK1D	0.315000745493366	10.9890764241641	4.73804440293327	0.000201496631275853	0.016099734653163	0.776360253106287
NDUFB5	-0.254753038603198	12.7849036529369	-4.73518563251369	0.000202705096796991	0.0161347091115902	0.77056498418863
MIR99AHG	-0.333117097787996	10.3625085850183	-4.73251642947016	0.000203840113776771	0.0161635944765262	0.765153348460211
DNPEP	-0.422115523544789	8.12941033134024	-4.72863282310525	0.000205503137492917	0.0162339723784027	0.75727846093393
TRIOBP	-0.337293214962703	9.26895840395715	-4.71910941763458	0.000209640145688978	0.0164985218415529	0.73796197605667
LCP1	-0.422693973652617	11.2375038906325	-4.71505895399102	0.000211425382822684	0.0165767002397381	0.729743938575449
MPV17L	-0.391386732227704	7.90175640790328	-4.70467571466873	0.000216073057672802	0.0168443416381996	0.708670719383148
PTPDC1	-0.35131569455491	8.02037203767348	-4.70384745854335	0.000216448261234149	0.0168443416381996	0.706989335977561
C1orf115	-0.29158047678143	9.74416610386595	-4.69201592946986	0.000221881229551283	0.0172031913312095	0.682964542830639
TRAPPC6B	-0.327249435544964	8.99273572489633	-4.68290028863314	0.000226161923236866	0.0174644353938004	0.664446388402988
ZYX	0.480863822026917	9.5289807005923	4.68130605171919	0.000226919194951453	0.0174644353938004	0.661207017603348
RBM7	0.350194670951182	7.83620541392997	4.67352735436456	0.000230651425480332	0.0176638449403472	0.645398202277434
DRC3	0.527173434131049	6.93013689508886	4.67239951946707	0.000231197741170113	0.0176638449403472	0.643105655873908
FUT4	-0.342109413249293	7.17206880772641	-4.66140341970755	0.000236593908073135	0.018010388624011	0.620748339436489
RABL2B	0.554881815443393	8.89417502453744	4.64718639090422	0.000243761799560454	0.0184888025797048	0.591827342020548
ZBED1	-0.340302937522679	9.94313058178464	-4.64310580494477	0.000245859792816455	0.0185526772869056	0.583523339576805
CASC1	0.452721920709823	6.69078505627165	4.64210639162069	0.000246376434783594	0.0185526772869056	0.581489323694687
STK19	0.365797047153588	9.97370954717877	4.63624251370231	0.00024943013795997	0.0187153064804803	0.569553464033278
CITED2	0.491286369402228	10.1229591653015	4.62485420020682	0.000255471582223695	0.019100150365253	0.546364732243174
GAPVD1	0.339987741776527	9.54529149513807	4.61719267404967	0.000259619796242957	0.019306478709348	0.530758584588841
NUP153	-0.436027625026371	9.89399199988264	-4.61635807177732	0.000260075809498239	0.019306478709348	0.52905825900872
ABCE1	-0.42321355746966	10.296004009312	-4.60638946072418	0.000265586080197814	0.0196458622009224	0.508745063708337
POLR1C	0.247514845658385	11.4116952172256	4.60296028567901	0.000267509004319557	0.0197184278043155	0.501755572142635
PIP4K2A	-0.282032388015331	10.0568534266039	-4.59657501815937	0.000271127490899915	0.0199150276999959	0.488738397995993
VPS37C	-0.293760710853386	12.0531522703566	-4.58490303440131	0.00027787146193391	0.0203390251193164	0.464935416146182
H3F3C	0.336324680579517	11.8847025081324	4.56874705804899	0.000287489512485807	0.0209697054159508	0.431970906558502
GMNN	-0.598442724385309	8.90583002324585	-4.55918142175987	0.000293343446664157	0.0213224017794009	0.412443986187139
SPATA6	0.314108666038746	6.64014294790797	4.54923307232972	0.000299560546983375	0.0216504595218891	0.392128588202546
PRRC2C	0.336910187661077	10.1326993579948	4.54865618482909	0.000299925158180369	0.0216504595218891	0.390950309493167
LOC100507599	0.312358524937782	8.45583572609028	4.54297332313951	0.000303541165700008	0.0217805731691943	0.379341898300955
GNG5	-0.461508109403733	11.3775306071008	-4.54255590986209	0.000303808510815169	0.0217805731691943	0.378489152921914
IFT43	0.368088306146859	10.1217252468798	4.53975140292402	0.000305610974966303	0.0218350175766027	0.372759417275412
TMEM254	0.413861876649619	9.70501563527836	4.52794026277795	0.000313322388790844	0.0223098329488011	0.348622469136568
CTDSPL	-0.326941927313543	9.48778714451314	-4.51152749853347	0.000324368513203742	0.0230180693403632	0.31506520410979
MCM3	-0.499047581734082	12.4199253324679	-4.50673475241102	0.000327668357073392	0.0230510578412397	0.30526245418276
SMIM13	-0.469479019319371	8.33451694242044	-4.50652335924964	0.000327814687592473	0.0230510578412397	0.304830048373622
FBXO45	-0.369152412378947	8.30021671956812	-4.50460630615145	0.000329144751349962	0.0230510578412397	0.300908564317979
MKNK2	0.365606532429682	12.3612787245587	4.50447233785719	0.00032923790458253	0.0230510578412397	0.300634512001822
DMAC1	0.436674353252782	8.83100410174759	4.49983263484203	0.000332480684302494	0.0231394767767785	0.291142533258195
NPAS1	0.278028304282064	7.13165580769323	4.49950414906811	0.000332711498510095	0.0231394767767785	0.290470455364156
FASTKD1	-0.352308361074739	8.51919197477576	-4.49577142932976	0.000335345824438778	0.0232454618834483	0.282832834036755
HIBADH	-0.3346308821219	10.9063058099722	-4.48798552877408	0.000340909191386216	0.0235531122524061	0.266898814318755
TEX2	-0.325989277176641	9.48712214342688	-4.48176389866861	0.000345422297328116	0.0236986550110569	0.254163147227556
DCP2	-0.343885133629067	10.3718719518424	-4.48159918924384	0.000345542598691564	0.0236986550110569	0.25382595177682
TIMM17A	-0.341244631563864	7.27703073453772	-4.48041061371935	0.000346411982104873	0.0236986550110569	0.251392629130579
DPCD	0.460286683010956	9.89278863969362	4.47297932644699	0.000351898302853637	0.0239955670095702	0.236176708645552
UBXN11	0.608919879005398	7.97334633117436	4.46263930528941	0.00035967953793249	0.0244017051330595	0.214998912789919
MRPS15	-0.455149171057082	11.9402936940462	-4.46197463733915	0.000360185673359864	0.0244017051330595	0.213637339996183
RNF135	-0.290764388802922	8.66321535164347	-4.45806942800508	0.000363174108460832	0.0245247960855453	0.205636932604899
CAB39	0.355746531784551	10.9670351035594	4.45301236044029	0.000367081518374451	0.024688198698396	0.195275296783645
PPP2R2C	-0.287932161853808	9.67571142282698	-4.45189255776779	0.000367952517144338	0.024688198698396	0.192980662737803
CYB5R4	-0.33709561151377	7.67814475698767	-4.44850356954044	0.000370601353217253	0.024786481559904	0.186035654452006
PI4K2B	-0.315422940423922	9.25772669593053	-4.44415923328622	0.000374025284670687	0.0249358130869304	0.177131787026051
GNB1	0.285407456592331	12.3730490892461	4.44158936247884	0.000376065824547337	0.0249450971118328	0.17186418115919
IMMP1L	-0.335636106708098	9.49469524614205	-4.4409844872744	0.000376547754243774	0.0249450971118328	0.170624274089616
FBXW9	0.387864504495447	9.52095837319028	4.431916595426	0.000383848291547124	0.025348517776806	0.152033632026734
HIKESHI	-0.30496560892772	10.0428612065169	-4.42356691921469	0.000390697868826733	0.0257197144214428	0.134910898764736
RBL1	-0.456389469101846	8.10496923884162	-4.42192723082529	0.000392057504939912	0.0257283128790349	0.131547872281907
SMAD5	-0.431727676031114	9.99451860349191	-4.41608999370444	0.000396936936882951	0.0259671182397115	0.119574267621904
CEMIP2	0.372059827302786	8.80182690185876	4.41106199383208	0.000401189393648394	0.0261148759228886	0.109258940750902
CARD10	-0.438371822267566	8.74456496927917	-4.40937614784169	0.000402625551134786	0.0261148759228886	0.105799955711864
ADAT1	-0.353704509023016	9.0601742180399	-4.40706625179059	0.000404601822239631	0.0261148759228886	0.10106027905806
LSM8	-0.321628424037981	8.03502572445688	-4.40683370937193	0.000404801323445387	0.0261148759228886	0.100583107395223
PLPPR5	0.281976888948474	8.48657066587456	4.40609816872978	0.000405433012082679	0.0261148759228886	0.0990737736419591
ITGAV	-0.307400998071365	9.24431032211451	-4.39381210441793	0.000416133798191645	0.0266622414022015	0.0738579303201998
ADCY1	-0.346138237744172	8.12444503968935	-4.39342212637195	0.000416478118779014	0.0266622414022015	0.0730573955913485
ZNF101	-0.253204076773536	7.1190097105103	-4.37868523035033	0.000429704097968654	0.0274250780087677	0.0427994682631851
C6orf120	-0.324708026843452	7.00181069920397	-4.37414662782176	0.000433862735582135	0.0276063298075271	0.033478251737459
BCL9L	-0.442659802782377	8.1254812786212	-4.36532967046323	0.000442058806385132	0.0280426031905041	0.0153669745045342
KLHDC9	0.48982245860425	10.2285242746456	4.36279333510636	0.000444445539316255	0.0281088305741586	0.0101561762254194
LIMS1	-0.409776484927113	8.87374845635582	-4.35886794198355	0.000448165231581457	0.028258707704597	0.00209091104854497
LHFPL2	-0.24203274956879	7.69980558267753	-4.35047826540122	0.000456221633738741	0.0286803113534138	-0.0151496851967936
CCAR2	-0.306102226760364	10.6785388878106	-4.34329805062871	0.000463233348252625	0.0290339129111391	-0.0299079006242282
TSEN54	-0.383664244297615	8.77081594718022	-4.33872277648524	0.000467758235761012	0.0292300027087195	-0.0393133619747523
MEMO1	-0.263009014574903	9.512829615011	-4.32967452318932	0.0004768394235259	0.0296231948611975	-0.0579172541565525
ACVR1B	-0.311371346534088	9.6445778723915	-4.32963398109989	0.000476880513433818	0.0296231948611975	-0.0580006214069435
LRRC6	0.434113704470301	6.69319008593775	4.31902859471695	0.000487753603861175	0.0302089761634019	-0.0798115398409305
NR3C2	-0.447421914385187	8.14706462337066	-4.31668748090288	0.000490187523634103	0.0302701640700776	-0.0846270245234146
CAMSAP2	0.285049486368775	8.38152297907189	4.31444247709653	0.000492533101218383	0.0303255527673695	-0.0892450794864397
PTAR1	0.311599845081844	8.66633383084455	4.31228093034495	0.000494802246314397	0.0303268500355487	-0.0936917004572608
MB	-0.441461690792915	10.9583846629162	-4.31166426784147	0.000495451548302172	0.0303268500355487	-0.0949603093731577
C1orf198	-0.291078264537457	8.83333107274519	-4.29433454951253	0.00051405642060173	0.0313442425505798	-0.13061901237563
BABAM1	-0.407524405750332	10.6913797283745	-4.2934112423853	0.000515067327667882	0.0313442425505798	-0.13251927799817
NMRAL1	-0.30448605410538	11.3925879151908	-4.27309121776548	0.000537833090016953	0.032634776540333	-0.174350318323572
CHERP	-0.390996319212373	8.94089510504505	-4.26996389367286	0.000541426354853459	0.0327578592846888	-0.180789970590081
NPIPA1	0.278324710763287	7.96192664244762	4.26380777031506	0.000548570967303984	0.0330944802004081	-0.193467695503433
CYB5RL	-0.37014045728984	7.30295987636103	-4.26154121800211	0.000551225472486826	0.0330995247347248	-0.198135790984311
NCKIPSD	-0.390009304188746	8.45792506042777	-4.26102786086835	0.000551828504694012	0.0330995247347248	-0.199193111548711
UBE2O	0.454558315062412	8.79132315012721	4.25908439092927	0.000554117532374026	0.0330995247347248	-0.2031960271321
ZBTB4	0.340653034280884	9.59675042623564	4.25835496700844	0.000554979133557295	0.0330995247347248	-0.204698446285368
PFKP	-0.277744935947249	10.7674614555407	-4.2569578991642	0.000556633154656354	0.0331038592601594	-0.207576099934937
POLR3H	0.289276226611785	10.4450889187183	4.25087647947031	0.000563891512089119	0.0334405238359026	-0.220103490709481
BMPR1A	-0.30774777134518	7.87538393764871	-4.24219707881897	0.000574417151135892	0.0339684989883581	-0.237985353877328
HSPB11	-0.299500350448099	10.770247419774	-4.23821374841107	0.000579314247215274	0.0341615900033931	-0.246193143397417
ISL1	-0.308454415321068	7.42128147591947	-4.23533350801566	0.000582881545523917	0.0342753996460609	-0.252128393154011
ZNF670	-0.312390996283423	7.22375393348579	-4.23254817156536	0.00058635247315778	0.0343408018705949	-0.257868404914717
SEMA6A	-0.3364484116901	7.90282848722941	-4.23181097285953	0.000587274628340163	0.0343408018705949	-0.259387675212383
TMPRSS12	-0.268824504359681	7.01954377667852	-4.22034401044296	0.000601809232425615	0.0350926865504118	-0.283022443907753
SLCO4A1	-0.267910993579907	8.70537950573931	-4.208748885368	0.000616876982260971	0.0358713965184754	-0.306926705620419
KATNAL1	-0.345144906447904	8.05744308118784	-4.20637510763478	0.0006200085013978	0.0359536231807799	-0.311821080134655
ZWILCH	-0.566711480562303	10.4466209302326	-4.19972777403808	0.000628863690678862	0.0363663881234014	-0.325528029989218
LINC00909	-0.357572363907328	9.05951295662233	-4.19794803479894	0.000631256217443541	0.0364019413151308	-0.329198174509751
LFNG	-0.463906968806004	9.09995195337512	-4.19668755258564	0.000632956273942275	0.0364019413151308	-0.331797588510578
TMEM41B	0.374789885948525	10.3628062277318	4.19270436262301	0.000638359075247935	0.0365694769250062	-0.340012259885716
ACPP	-0.467846456799189	7.62368215971924	-4.19196786266838	0.000639363167791739	0.0365694769250062	-0.341531233333745
TCTN1	0.457939080486117	9.23283770417446	4.18917840163366	0.000643180643036134	0.0366258106077594	-0.347284457617694
NAT14	0.400172858171519	9.52904421883063	4.18869302686692	0.000643847248669889	0.0366258106077594	-0.348285565148219
SLC29A3	-0.2937217200807	7.84754687030356	-4.17801054141048	0.000658696809948082	0.0373689946326644	-0.370320811576715
TRIAP1	-0.372683808930335	10.4115836988125	-4.17580773832645	0.000661801752986436	0.0374436699919407	-0.374865133482453
STK39	-0.553922216544899	11.8861796839706	-4.1720547162543	0.000667125954338097	0.0376431663830558	-0.382607900852633
HPS5	-0.323055024304933	8.75872834401663	-4.15893679674952	0.000686078527236099	0.0386085158310766	-0.409674899558955
DNAAF5	-0.303582408255199	10.6092236785573	-4.1555027024493	0.000691129430053113	0.0387796287623361	-0.416761612404892
CNOT11	-0.232698086044133	10.873600218859	-4.15435614088196	0.000692824169156096	0.0387796287623361	-0.419127780307375
PIAS2	0.321688352504566	10.0248234841854	4.14660230350559	0.000704396048210085	0.0393222049952798	-0.435130530599544
ARNT2	-0.239540369177402	7.22807302518342	-4.14471179662658	0.000707246978671701	0.0393763517327484	-0.439032537226471
DIAPH3	-0.411127730642776	7.91279118642532	-4.13883419020605	0.000716185321631754	0.0397682321566025	-0.451164619163787
SPA17	0.451610049892452	10.1346545826823	4.13538945920157	0.00072147689586566	0.0398962337744215	-0.458275441160795
GALNT9	-0.233174129398481	6.66636279054717	-4.13377559463861	0.000723969595310434	0.0398962337744215	-0.461606999576352
PIK3CD	-0.374768690442201	9.00694374756934	-4.13362158164223	0.000724207931321303	0.0398962337744215	-0.461924938147282
